CustomerID,ChurnStatus,LastLoginDate,LoginFrequency,ServiceUsage,AmountSpent,ProductCategory,ResolutionStatus,Recency
416,0,2023-04-23,16,Online Banking,1442.26,Books,Unresolved,738
417,0,2023-11-09,38,Website,873.63,Electronics,None,538
418,0,2023-09-20,23,Online Banking,1282.72,Electronics,Neutral,588
419,1,2023-02-07,37,Online Banking,1254.43,Clothing,None,813
420,0,2023-01-06,37,Website,2140.54,Furniture,Resolved,845
421,0,2023-12-16,28,Mobile App,594.42,Books,Unresolved,501
422,1,2023-10-04,14,Mobile App,1770.89,Books,Resolved,574
423,0,2023-04-04,4,Mobile App,1329.45,Clothing,None,757
424,0,2023-09-24,39,Website,965.41,Electronics,Unresolved,584
425,0,2023-11-03,33,Website,1768.53,Electronics,Neutral,544
426,0,2023-09-10,31,Website,1465.93,Furniture,None,598
427,0,2023-08-14,13,Online Banking,521.56,Books,Resolved,625
428,0,2023-08-10,36,Mobile App,2414.15,Books,Neutral,629
429,0,2023-01-11,10,Mobile App,1361.39,Furniture,Neutral,840
430,0,2023-07-02,47,Online Banking,148.98,Furniture,Neutral,668
431,0,2023-05-26,31,Website,233.87,Clothing,Resolved,705
432,0,2023-12-16,26,Mobile App,1834.48,Books,None,501
433,1,2023-12-03,14,Mobile App,1302.43,Electronics,None,514
434,0,2023-11-09,4,Mobile App,41.19,Electronics,Neutral,538
435,0,2023-03-18,33,Online Banking,488.45,Books,Resolved,774
436,0,2023-09-18,47,Website,543.99,Books,Neutral,590
437,0,2023-09-20,13,Website,1698.21,Books,None,588
438,0,2023-04-20,48,Website,2131.01,Clothing,Resolved,741
439,0,2023-02-20,41,Online Banking,1373.54,Electronics,Unresolved,800
440,0,2023-02-19,34,Online Banking,1920.61,Books,Neutral,801
441,1,2023-10-28,43,Mobile App,2560.36,Groceries,Unresolved,550
442,0,2023-06-20,35,Mobile App,412.55,Electronics,Resolved,680
443,0,2023-06-08,28,Website,1115.64,Electronics,None,692
444,0,2023-12-06,31,Mobile App,387.51,Books,None,511
445,0,2023-05-27,30,Online Banking,1002.46,Books,Neutral,704
446,0,2023-10-13,32,Mobile App,1516.93,Clothing,Neutral,565
447,0,2023-12-01,13,Website,169.69,Clothing,None,516
448,0,2023-09-08,41,Mobile App,1461.03,Groceries,None,600
449,0,2023-05-11,34,Mobile App,1460.65,Furniture,Unresolved,720
450,1,2023-09-08,8,Website,1527.63,Books,None,600
451,0,2023-07-13,42,Mobile App,364.46,Furniture,Neutral,657
452,0,2023-10-18,25,Online Banking,2341.48,Groceries,Unresolved,560
453,0,2023-04-20,33,Online Banking,346.54,Electronics,None,741
454,0,2023-07-13,10,Online Banking,472.88,Books,None,657
455,0,2023-12-23,40,Website,565.79,Clothing,Resolved,494
456,0,2023-11-22,34,Mobile App,2402.0,Books,Unresolved,525
457,0,2023-06-14,44,Website,1730.33,Books,Unresolved,686
458,0,2023-01-10,33,Website,2767.15,Furniture,None,841
459,0,2023-03-13,5,Mobile App,62.87,Groceries,Unresolved,779
460,0,2023-02-24,45,Online Banking,336.72,Books,Unresolved,796
461,0,2023-07-15,27,Online Banking,449.87,Electronics,Unresolved,655
462,1,2023-04-09,8,Online Banking,391.36,Clothing,None,752
463,0,2023-04-17,7,Online Banking,1668.22,Furniture,None,744
464,0,2023-12-11,22,Website,2166.33,Clothing,None,506
465,0,2023-11-14,46,Website,1217.08,Books,None,533
466,1,2023-06-25,28,Online Banking,1918.16,Clothing,None,675
467,0,2023-12-17,9,Website,1104.21,Clothing,Resolved,500
468,0,2023-12-23,31,Online Banking,818.31,Electronics,None,494
469,1,2023-10-24,4,Mobile App,1626.7,Electronics,Unresolved,554
470,1,2023-06-09,5,Website,1916.68,Clothing,Unresolved,691
471,0,2023-01-10,13,Mobile App,1109.17,Clothing,Neutral,841
472,0,2023-12-30,6,Mobile App,2217.28,Books,None,487
473,0,2023-01-17,23,Online Banking,251.46,Books,None,834
474,0,2023-03-15,47,Online Banking,2460.07,Groceries,Neutral,777
475,0,2023-05-08,35,Mobile App,1635.13,Books,Resolved,723
476,0,2023-01-30,34,Mobile App,2145.93,Furniture,Resolved,821
477,0,2023-11-20,38,Online Banking,806.96,Electronics,None,527
478,1,2023-07-16,34,Mobile App,1615.84,Clothing,None,654
479,0,2023-09-03,11,Website,1184.28,Electronics,Neutral,605
480,1,2023-06-09,6,Website,1351.01,Books,Unresolved,691
481,0,2023-07-19,32,Website,3386.04,Books,Resolved,651
482,1,2023-01-25,35,Website,2624.42,Electronics,Resolved,826
483,0,2023-03-23,34,Mobile App,1262.48,Clothing,Unresolved,769
484,0,2023-04-13,43,Mobile App,988.39,Groceries,None,748
485,0,2023-09-15,28,Mobile App,2129.71,Books,Resolved,593
486,0,2023-08-18,5,Online Banking,758.73,Furniture,Neutral,621
487,0,2023-10-11,34,Mobile App,1624.23,Books,Neutral,567
488,1,2023-06-14,33,Mobile App,393.84,Books,None,686
489,0,2023-11-23,12,Online Banking,1101.11,Clothing,None,524
490,0,2023-02-28,40,Online Banking,2063.08,Furniture,Neutral,792
491,1,2023-11-30,44,Website,1483.12,Furniture,Resolved,517
492,0,2023-01-06,38,Online Banking,1491.8,Clothing,None,845
493,0,2023-08-29,44,Online Banking,976.0,Electronics,None,610
494,0,2023-10-08,12,Mobile App,269.73,Electronics,Resolved,570
495,0,2023-01-07,37,Online Banking,1738.14,Furniture,Unresolved,844
496,0,2023-12-29,1,Website,216.79,Books,Resolved,488
497,0,2023-08-30,40,Mobile App,1554.77,Electronics,Unresolved,609
498,1,2023-06-28,5,Website,763.91,Books,None,672
499,0,2023-11-30,2,Mobile App,458.77,Books,Resolved,517
500,0,2023-11-22,46,Online Banking,2429.22,Clothing,None,525
501,0,2023-04-15,25,Online Banking,1317.18,Electronics,None,746
502,0,2023-09-20,38,Mobile App,703.33,Furniture,Unresolved,588
503,0,2023-12-07,25,Website,1336.58,Furniture,None,510
504,0,2023-11-04,48,Mobile App,551.93,Books,Unresolved,543
505,0,2023-06-23,22,Mobile App,2312.7,Books,Neutral,677
506,1,2023-08-10,1,Online Banking,1009.74,Groceries,Unresolved,629
507,1,2023-10-15,25,Online Banking,2325.03,Furniture,Neutral,563
508,0,2023-10-21,33,Online Banking,1536.61,Books,None,557
509,1,2023-08-08,22,Website,2446.54,Books,Unresolved,631
510,1,2023-07-04,31,Mobile App,392.1,Groceries,Unresolved,666
511,1,2023-02-12,19,Online Banking,2027.88,Furniture,Resolved,808
512,0,2023-08-02,48,Mobile App,1362.35,Furniture,None,637
513,0,2023-06-18,18,Online Banking,172.81,Clothing,None,682
514,0,2023-07-23,1,Mobile App,1606.29,Electronics,None,647
515,0,2023-01-06,19,Online Banking,1639.58,Clothing,None,845
516,1,2023-12-28,14,Mobile App,612.22,Furniture,None,489
517,0,2023-01-11,11,Online Banking,1073.98,Books,None,840
518,1,2023-09-25,8,Mobile App,3078.6,Books,Neutral,583
519,0,2023-06-09,18,Mobile App,1894.4,Books,Neutral,691
520,0,2023-07-16,9,Mobile App,1959.29,Furniture,Resolved,654
521,1,2023-02-09,43,Website,645.75,Electronics,Neutral,811
522,0,2023-09-15,28,Website,2557.54,Clothing,Neutral,593
523,0,2023-08-22,11,Mobile App,2090.02,Electronics,None,617
524,0,2023-10-30,49,Online Banking,2565.36,Clothing,Unresolved,548
525,0,2023-12-07,41,Website,462.44,Groceries,Unresolved,510
526,0,2023-02-14,30,Online Banking,446.32,Books,Resolved,806
527,0,2023-12-28,44,Online Banking,343.51,Furniture,None,489
528,0,2023-05-16,27,Online Banking,1353.55,Books,Resolved,715
529,0,2023-05-18,26,Online Banking,2333.72,Groceries,Unresolved,713
530,1,2023-12-06,49,Mobile App,1311.64,Furniture,None,511
531,1,2023-11-09,12,Online Banking,2008.12,Clothing,Unresolved,538
532,0,2023-10-22,38,Website,2372.58,Electronics,Neutral,556
533,0,2023-10-29,27,Mobile App,388.31,Books,Unresolved,549
534,0,2023-08-16,37,Mobile App,536.31,Books,Unresolved,623
535,0,2023-06-26,17,Mobile App,2145.98,Furniture,None,674
536,0,2023-11-10,46,Mobile App,1639.36,Furniture,Unresolved,537
537,1,2023-05-27,9,Online Banking,2067.57,Books,None,704
538,0,2023-06-13,6,Online Banking,651.88,Furniture,Neutral,687
539,0,2023-09-22,13,Mobile App,1286.35,Books,Neutral,586
540,0,2023-01-17,6,Online Banking,649.47,Books,Unresolved,834
541,0,2023-09-22,38,Mobile App,185.03,Books,Neutral,586
542,0,2023-07-07,4,Mobile App,344.77,Books,None,663
543,1,2023-08-25,16,Online Banking,939.83,Groceries,Unresolved,614
544,0,2023-02-21,36,Website,1099.45,Electronics,Unresolved,799
545,1,2023-10-08,43,Website,452.87,Clothing,Resolved,570
546,0,2023-02-10,14,Online Banking,575.05,Electronics,Resolved,810
547,0,2023-01-22,29,Website,716.14,Books,None,829
548,0,2023-11-29,24,Website,2116.14,Books,None,518
549,0,2023-09-02,39,Mobile App,358.67,Books,None,606
550,0,2023-12-30,39,Online Banking,2140.26,Groceries,Neutral,487
551,0,2023-01-03,45,Mobile App,3027.91,Books,Unresolved,848
552,0,2023-02-05,25,Website,1049.96,Books,None,815
553,0,2023-11-24,46,Website,2125.61,Clothing,None,523
554,0,2023-09-25,46,Mobile App,1822.54,Books,Resolved,583
555,0,2023-11-09,3,Website,393.99,Clothing,None,538
556,0,2023-02-09,42,Online Banking,2132.54,Groceries,Resolved,811
557,0,2023-12-02,27,Online Banking,1179.98,Books,Neutral,515
558,0,2023-10-24,12,Online Banking,1722.97,Clothing,None,554
559,0,2023-08-15,43,Website,2151.66,Books,Unresolved,624
560,1,2023-12-20,2,Mobile App,203.34,Furniture,None,497
561,0,2023-10-22,38,Online Banking,1369.4,Clothing,Resolved,556
562,1,2023-05-13,26,Online Banking,2160.95,Groceries,None,718
563,0,2023-06-12,29,Mobile App,1090.13,Books,None,688
564,0,2023-06-06,45,Online Banking,1859.23,Electronics,None,694
565,1,2023-04-22,30,Website,2436.25,Furniture,Neutral,739
566,0,2023-06-15,38,Online Banking,1867.21,Furniture,None,685
567,0,2023-11-27,41,Online Banking,472.36,Groceries,None,520
568,0,2023-08-16,32,Online Banking,1051.21,Groceries,Resolved,623
569,0,2023-11-22,38,Online Banking,1550.85,Electronics,Resolved,525
570,0,2023-08-04,21,Mobile App,2358.04,Groceries,Neutral,635
571,0,2023-04-25,8,Website,962.48,Books,Unresolved,736
572,0,2023-01-26,6,Website,538.06,Clothing,None,825
573,0,2023-01-23,4,Website,1331.4,Groceries,None,828
574,1,2023-04-01,17,Mobile App,2437.4,Groceries,Resolved,760
575,0,2023-07-10,21,Mobile App,1550.26,Electronics,Neutral,660
576,1,2023-12-21,4,Website,755.93,Books,Unresolved,496
577,1,2023-04-25,35,Website,2373.23,Groceries,Unresolved,736
578,0,2023-04-23,30,Mobile App,715.6,Books,Resolved,738
579,1,2023-05-23,27,Online Banking,402.41,Furniture,None,708
580,0,2023-12-01,12,Website,232.75,Groceries,Neutral,516
581,0,2023-03-25,48,Mobile App,407.66,Clothing,Unresolved,767
582,0,2023-10-18,20,Online Banking,1876.36,Books,None,560
583,0,2023-02-15,40,Online Banking,783.96,Clothing,None,805
584,0,2023-11-07,44,Online Banking,1677.08,Electronics,Neutral,540
585,0,2023-04-08,41,Online Banking,1709.36,Books,Resolved,753
586,1,2023-11-14,33,Online Banking,1667.53,Electronics,Unresolved,533
587,0,2023-04-01,10,Website,623.49,Electronics,Resolved,760
588,1,2023-11-21,5,Mobile App,1726.51,Electronics,Neutral,526
589,1,2023-04-20,11,Mobile App,2356.94,Clothing,Neutral,741
590,0,2023-10-14,21,Mobile App,1383.59,Furniture,None,564
591,0,2023-04-23,20,Online Banking,215.12,Electronics,Neutral,738
592,0,2023-02-03,44,Mobile App,2642.14,Electronics,None,817
593,0,2023-01-04,9,Online Banking,2959.62,Electronics,Resolved,847
594,0,2023-06-09,30,Mobile App,2544.69,Electronics,Neutral,691
595,0,2023-04-23,48,Online Banking,2270.36,Furniture,Resolved,738
596,0,2023-06-07,4,Mobile App,1346.76,Electronics,None,693
597,0,2023-10-17,9,Website,1726.9,Clothing,Unresolved,561
598,0,2023-07-09,40,Online Banking,1906.1,Clothing,None,661
599,0,2023-12-16,3,Website,2347.42,Electronics,Resolved,501
600,0,2023-11-22,38,Online Banking,865.0,Books,Unresolved,525
601,0,2023-09-11,25,Website,2473.79,Books,Neutral,597
602,1,2023-05-13,37,Mobile App,1158.83,Furniture,None,718
603,0,2023-06-16,30,Mobile App,1476.4,Electronics,None,684
604,0,2023-05-06,31,Website,437.93,Clothing,Neutral,725
605,1,2023-01-13,17,Mobile App,1187.98,Books,None,838
606,0,2023-10-03,10,Website,271.99,Groceries,None,575
607,1,2023-01-16,8,Mobile App,1489.51,Books,Unresolved,835
608,0,2023-01-14,2,Mobile App,2463.96,Clothing,Unresolved,837
609,0,2023-12-21,32,Website,110.77,Furniture,Neutral,496
610,0,2023-12-07,11,Mobile App,1504.22,Clothing,None,510
611,0,2023-10-11,10,Online Banking,624.87,Clothing,Unresolved,567
612,0,2023-12-17,41,Online Banking,1688.29,Clothing,Resolved,500
613,0,2023-08-26,32,Online Banking,612.18,Furniture,None,613
614,1,2023-03-25,24,Mobile App,1239.16,Books,Resolved,767
615,0,2023-08-11,7,Online Banking,481.68,Groceries,Neutral,628
616,1,2023-08-14,29,Online Banking,1674.35,Furniture,Unresolved,625
617,1,2023-01-22,2,Online Banking,2146.58,Electronics,None,829
618,1,2023-11-20,16,Mobile App,1025.54,Groceries,Resolved,527
619,1,2023-04-27,31,Online Banking,244.19,Groceries,Unresolved,734
620,0,2023-02-25,12,Online Banking,694.35,Groceries,Unresolved,795
621,0,2023-08-15,32,Online Banking,204.8,Groceries,Resolved,624
622,0,2023-10-01,47,Online Banking,754.54,Books,Unresolved,577
623,0,2023-04-12,41,Online Banking,1074.25,Books,Unresolved,749
624,0,2023-11-19,18,Website,934.44,Clothing,None,528
625,1,2023-08-03,3,Mobile App,2452.39,Books,None,636
626,0,2023-02-27,16,Website,2416.9,Clothing,None,793
627,1,2023-11-16,49,Website,1929.48,Electronics,Resolved,531
628,0,2023-01-16,42,Website,67.65,Groceries,Resolved,835
629,0,2023-01-07,18,Online Banking,657.37,Books,Neutral,844
630,1,2023-08-17,44,Website,942.44,Electronics,Unresolved,622
631,0,2023-07-23,15,Website,238.83,Books,Neutral,647
632,0,2023-11-28,41,Online Banking,1060.86,Books,Unresolved,519
633,0,2023-11-04,37,Online Banking,1985.72,Clothing,Unresolved,543
634,0,2023-04-21,23,Mobile App,1053.54,Clothing,Unresolved,740
635,0,2023-12-10,26,Online Banking,1574.74,Books,Unresolved,507
636,0,2023-09-27,7,Online Banking,1041.72,Groceries,Neutral,581
637,0,2023-04-26,48,Online Banking,1629.96,Clothing,Resolved,735
638,0,2023-04-30,21,Website,194.63,Books,None,731
639,0,2023-03-30,29,Website,1874.22,Electronics,Unresolved,762
640,0,2023-11-24,45,Website,2408.65,Books,Neutral,523
641,1,2023-06-15,7,Online Banking,1717.57,Furniture,Neutral,685
642,0,2023-08-15,6,Online Banking,1587.38,Electronics,Unresolved,624
643,1,2023-09-17,27,Online Banking,1060.42,Clothing,None,591
644,1,2023-09-11,43,Mobile App,266.05,Groceries,Resolved,597
645,0,2023-06-28,46,Website,328.56,Electronics,Neutral,672
646,1,2023-02-23,17,Website,163.69,Books,None,797
647,0,2023-03-11,24,Mobile App,12.46,Electronics,Neutral,781
648,0,2023-08-11,28,Website,1028.17,Electronics,Resolved,628
649,0,2023-07-01,26,Website,759.57,Electronics,Unresolved,669
650,1,2023-08-30,38,Online Banking,499.67,Clothing,Resolved,609
651,0,2023-05-17,26,Online Banking,1467.02,Books,None,714
652,0,2023-05-18,40,Website,1245.86,Furniture,Unresolved,713
653,0,2023-03-30,1,Mobile App,392.17,Groceries,Resolved,762
654,0,2023-02-19,19,Mobile App,1437.17,Groceries,Resolved,801
655,0,2023-01-31,26,Mobile App,2097.25,Groceries,Unresolved,820
656,0,2023-07-10,35,Mobile App,1567.52,Books,None,660
657,1,2023-12-07,16,Online Banking,1135.3,Electronics,Resolved,510
658,1,2023-06-25,13,Mobile App,1132.79,Clothing,Unresolved,675
659,0,2023-09-25,10,Website,1658.16,Clothing,Neutral,583
660,0,2023-08-13,8,Mobile App,2676.26,Furniture,Neutral,626
661,0,2023-10-12,27,Mobile App,1579.69,Clothing,None,566
662,0,2023-09-01,26,Mobile App,758.41,Furniture,None,607
663,0,2023-04-12,3,Mobile App,1160.99,Clothing,Unresolved,749
664,0,2023-08-24,45,Online Banking,1972.94,Electronics,Unresolved,615
665,0,2023-06-15,36,Online Banking,1405.19,Furniture,Unresolved,685
666,0,2023-10-22,41,Online Banking,474.38,Clothing,None,556
667,0,2023-10-19,8,Online Banking,1442.15,Clothing,Resolved,559
668,0,2023-06-03,32,Website,1668.59,Groceries,Unresolved,697
669,0,2023-11-06,19,Website,2232.41,Books,Neutral,541
670,0,2023-04-02,12,Online Banking,143.34,Books,None,759
671,0,2023-02-28,45,Online Banking,2587.47,Books,Resolved,792
672,0,2023-04-01,45,Mobile App,77.31,Books,Resolved,760
673,0,2023-07-02,13,Mobile App,1779.5,Groceries,Resolved,668
674,1,2023-01-23,44,Online Banking,2314.49,Groceries,Neutral,828
675,0,2023-06-07,48,Online Banking,2461.3,Books,Resolved,693
676,0,2023-11-16,45,Mobile App,923.55,Electronics,None,531
677,1,2023-07-05,7,Website,308.82,Groceries,Neutral,665
678,0,2023-04-22,47,Online Banking,864.3,Groceries,Resolved,739
679,0,2023-08-31,47,Website,1700.3,Furniture,Neutral,608
680,0,2023-12-24,16,Website,2490.85,Clothing,None,493
681,0,2023-06-22,32,Mobile App,1463.19,Groceries,None,678
682,1,2023-09-14,9,Mobile App,1084.11,Books,Resolved,594
683,0,2023-08-19,26,Online Banking,1383.28,Clothing,Neutral,620
684,0,2023-07-24,48,Mobile App,1240.94,Electronics,Resolved,646
685,1,2023-07-27,40,Website,534.74,Clothing,None,643
686,0,2023-07-29,47,Website,1019.67,Clothing,None,641
687,0,2023-11-24,20,Online Banking,1446.69,Books,Resolved,523
688,0,2023-10-05,6,Website,2281.47,Books,Neutral,573
689,0,2023-01-24,11,Mobile App,897.51,Furniture,None,827
690,0,2023-12-22,29,Online Banking,638.06,Clothing,None,495
691,1,2023-01-11,7,Mobile App,683.19,Books,None,840
692,0,2023-06-24,29,Website,1421.26,Clothing,None,676
693,0,2023-10-01,43,Mobile App,2154.62,Electronics,Resolved,577
694,0,2023-01-12,4,Online Banking,1500.44,Groceries,None,839
695,1,2023-02-09,24,Mobile App,2615.43,Electronics,Neutral,811
696,1,2023-02-10,3,Website,55.77,Clothing,Unresolved,810
697,0,2023-07-11,12,Online Banking,489.1,Books,None,659
698,0,2023-07-03,35,Website,273.02,Furniture,None,667
699,1,2023-02-14,8,Mobile App,994.16,Electronics,None,806
700,0,2023-12-18,38,Online Banking,2810.28,Books,Neutral,499
701,0,2023-01-18,41,Online Banking,2395.1,Books,None,833
702,1,2023-12-31,38,Mobile App,681.77,Books,None,486
703,0,2023-09-16,15,Mobile App,1289.55,Books,Resolved,592
704,0,2023-11-03,5,Website,948.68,Electronics,None,544
705,0,2023-05-16,40,Website,1783.47,Books,Unresolved,715
706,0,2023-03-27,16,Online Banking,104.0,Books,Unresolved,765
707,0,2023-01-02,46,Online Banking,35.24,Groceries,Unresolved,849
708,0,2023-09-29,28,Website,807.48,Clothing,Unresolved,579
709,0,2023-07-21,13,Mobile App,346.94,Books,None,649
710,0,2023-04-29,41,Website,1373.66,Furniture,None,732
711,0,2023-02-26,11,Website,391.99,Clothing,Unresolved,794
712,0,2023-11-30,37,Mobile App,1159.39,Books,Resolved,517
713,0,2023-03-12,3,Website,1792.54,Books,Resolved,780
714,0,2023-09-08,8,Mobile App,1170.32,Clothing,None,600
715,0,2023-06-02,38,Online Banking,555.91,Furniture,Unresolved,698
716,1,2023-01-11,47,Mobile App,3220.3,Electronics,Neutral,840
717,0,2023-05-03,34,Website,1950.63,Electronics,Unresolved,728
718,0,2023-07-12,38,Mobile App,1845.21,Clothing,Unresolved,658
719,0,2023-12-16,42,Online Banking,434.86,Clothing,None,501
720,0,2023-01-30,24,Website,1551.13,Books,Neutral,821
721,0,2023-04-28,18,Website,921.33,Electronics,None,733
722,0,2023-04-03,25,Website,814.74,Clothing,Unresolved,758
723,0,2023-06-02,13,Website,2143.56,Clothing,Resolved,698
724,0,2023-10-24,39,Website,477.73,Books,Unresolved,554
725,0,2023-10-14,22,Mobile App,627.29,Books,None,564
726,0,2023-08-29,30,Online Banking,2048.2,Books,Resolved,610
727,0,2023-08-13,30,Mobile App,1252.1,Groceries,None,626
728,0,2023-05-05,37,Website,1552.44,Furniture,Unresolved,726
729,0,2023-02-09,45,Mobile App,161.07,Books,Resolved,811
730,0,2023-12-20,43,Website,1247.79,Electronics,Resolved,497
731,0,2023-12-20,15,Online Banking,1559.5,Books,None,497
732,0,2023-12-16,35,Mobile App,1865.72,Books,Unresolved,501
733,1,2023-01-15,6,Online Banking,681.14,Groceries,Unresolved,836
734,0,2023-09-04,11,Mobile App,1047.12,Electronics,Neutral,604
735,0,2023-10-05,28,Website,2165.49,Clothing,Neutral,573
736,0,2023-03-03,30,Website,576.3,Clothing,Unresolved,789
737,0,2023-05-13,16,Mobile App,2132.05,Clothing,Neutral,718
738,0,2023-05-25,28,Mobile App,675.36,Furniture,Unresolved,706
739,0,2023-10-07,25,Online Banking,338.97,Books,None,571
740,0,2023-05-27,48,Online Banking,2094.81,Furniture,Resolved,704
741,0,2023-06-22,30,Website,2317.66,Furniture,Resolved,678
742,1,2023-03-30,45,Online Banking,583.1,Books,None,762
743,0,2023-07-28,14,Online Banking,1118.41,Groceries,Resolved,642
744,0,2023-06-09,27,Website,1132.03,Clothing,None,691
745,0,2023-06-10,48,Website,2639.28,Electronics,None,690
746,0,2023-12-18,30,Mobile App,604.82,Furniture,Resolved,499
747,0,2023-12-02,10,Online Banking,967.08,Clothing,Unresolved,515
748,1,2023-02-06,20,Mobile App,284.57,Electronics,None,814
749,0,2023-02-26,44,Online Banking,618.27,Books,Neutral,794
750,0,2023-08-21,7,Website,2600.41,Furniture,Neutral,618
751,0,2023-08-24,34,Website,1172.35,Clothing,Resolved,615
752,0,2023-12-07,27,Website,2056.76,Clothing,Resolved,510
753,1,2023-06-26,23,Online Banking,1560.95,Books,Neutral,674
754,0,2023-11-04,46,Website,1122.07,Groceries,None,543
755,0,2023-02-19,45,Website,539.68,Books,None,801
756,0,2023-08-09,25,Mobile App,2081.7,Books,None,630
757,1,2023-09-06,28,Mobile App,1484.12,Books,Resolved,602
758,0,2023-08-07,18,Online Banking,1725.5,Groceries,Unresolved,632
759,0,2023-03-12,13,Website,575.97,Clothing,Resolved,780
760,0,2023-01-30,13,Online Banking,477.75,Groceries,Neutral,821
761,0,2023-01-07,45,Online Banking,1309.22,Groceries,Resolved,844
762,1,2023-11-06,34,Mobile App,2577.95,Clothing,Unresolved,541
763,1,2023-04-28,14,Mobile App,693.13,Electronics,Resolved,733
764,0,2023-02-15,28,Mobile App,496.99,Groceries,None,805
765,0,2023-12-07,13,Online Banking,1079.2,Books,Resolved,510
766,0,2023-07-09,34,Website,910.23,Books,Resolved,661
767,0,2023-08-10,5,Mobile App,2189.69,Furniture,None,629
768,0,2023-08-22,40,Mobile App,1068.46,Clothing,None,617
769,0,2023-05-26,10,Mobile App,1257.45,Furniture,Neutral,705
770,0,2023-01-30,36,Website,970.67,Clothing,Unresolved,821
771,0,2023-04-13,6,Online Banking,1500.63,Furniture,Neutral,748
772,0,2023-04-30,21,Online Banking,1124.58,Furniture,Unresolved,731
773,0,2023-07-07,35,Website,1918.91,Clothing,None,663
774,0,2023-11-24,16,Online Banking,41.49,Books,None,523
775,1,2023-08-01,20,Website,1586.9,Electronics,Resolved,638
776,0,2023-08-06,31,Mobile App,1647.73,Books,Neutral,633
777,1,2023-09-22,5,Website,1488.0,Furniture,None,586
778,0,2023-07-24,6,Online Banking,2064.51,Groceries,Neutral,646
779,0,2023-07-17,2,Mobile App,1563.06,Electronics,Resolved,653
780,0,2023-10-19,39,Mobile App,2107.59,Clothing,Unresolved,559
781,0,2023-01-28,22,Mobile App,548.61,Clothing,Resolved,823
782,1,2023-09-07,11,Mobile App,1042.79,Electronics,Unresolved,601
783,0,2023-08-10,15,Website,1133.68,Electronics,None,629
784,0,2023-08-09,13,Online Banking,1567.71,Groceries,Neutral,630
785,0,2023-10-08,33,Online Banking,1960.77,Furniture,Resolved,570
786,0,2023-09-10,46,Mobile App,2141.4,Furniture,Neutral,598
787,0,2023-05-10,14,Website,1255.38,Books,Neutral,721
788,1,2023-08-20,39,Online Banking,1041.15,Books,None,619
789,1,2023-09-20,2,Website,1755.7,Electronics,Resolved,588
790,0,2023-04-28,10,Website,2782.16,Clothing,Resolved,733
791,1,2023-12-21,42,Website,441.32,Clothing,Resolved,496
792,0,2023-08-06,30,Online Banking,1381.17,Books,Neutral,633
793,0,2023-10-14,32,Website,1189.15,Electronics,Resolved,564
794,0,2023-05-23,9,Website,2430.75,Books,Resolved,708
795,0,2023-12-31,48,Online Banking,993.04,Clothing,Resolved,486
796,0,2023-02-09,16,Website,2309.95,Books,None,811
797,0,2023-12-29,39,Website,922.22,Electronics,Resolved,488
798,0,2023-05-27,5,Mobile App,953.95,Books,Resolved,704
799,1,2023-01-03,46,Mobile App,912.13,Furniture,Unresolved,848
800,0,2023-05-28,15,Online Banking,1213.09,Clothing,Neutral,703
801,0,2023-09-05,4,Website,1621.99,Clothing,None,603
802,0,2023-09-07,24,Mobile App,504.29,Clothing,Neutral,601
803,0,2023-11-14,25,Website,2136.39,Books,Unresolved,533
804,0,2023-12-19,37,Website,2218.53,Clothing,Resolved,498
805,0,2023-01-17,24,Website,1100.62,Electronics,Resolved,834
806,1,2023-08-20,42,Online Banking,421.3,Books,Resolved,619
807,1,2023-02-28,13,Mobile App,1217.41,Furniture,None,792
808,0,2023-08-18,20,Online Banking,1759.63,Clothing,Neutral,621
809,0,2023-02-10,5,Mobile App,1482.36,Clothing,None,810
810,0,2023-02-17,20,Online Banking,1290.08,Books,Resolved,803
811,0,2023-04-08,18,Online Banking,871.11,Electronics,Resolved,753
812,1,2023-03-09,39,Mobile App,2042.29,Groceries,Resolved,783
813,0,2023-12-08,49,Website,2206.29,Books,None,509
814,0,2023-05-22,3,Online Banking,1650.27,Books,Resolved,709
815,0,2023-08-21,44,Online Banking,493.38,Furniture,None,618
816,0,2023-10-20,31,Online Banking,1299.37,Books,None,558
817,0,2023-12-17,30,Website,337.9,Clothing,None,500
818,0,2023-03-23,41,Online Banking,1295.74,Clothing,Resolved,769
819,0,2023-05-06,24,Website,985.26,Furniture,Unresolved,725
820,0,2023-09-08,5,Online Banking,566.46,Furniture,None,600
821,0,2023-06-19,20,Mobile App,304.95,Electronics,Resolved,681
822,0,2023-01-29,24,Mobile App,2275.24,Books,Unresolved,822
823,1,2023-12-31,17,Online Banking,651.38,Electronics,Resolved,486
824,0,2023-02-04,8,Online Banking,318.01,Furniture,None,816
825,0,2023-11-11,21,Website,1087.05,Books,None,536
826,1,2023-07-18,14,Mobile App,1099.45,Clothing,Unresolved,652
827,1,2023-10-09,38,Online Banking,2317.93,Books,None,569
828,0,2023-10-12,32,Online Banking,1361.59,Furniture,Unresolved,566
829,0,2023-06-13,36,Online Banking,144.37,Electronics,None,687
830,0,2023-07-17,40,Website,395.99,Clothing,None,653
831,1,2023-09-03,4,Mobile App,1417.95,Furniture,Unresolved,605
832,0,2023-08-22,21,Website,1463.62,Groceries,None,617
833,0,2023-09-14,25,Mobile App,1000.79,Electronics,Unresolved,594
